34,0 301,0 1,000
41,0 130,0 1,004
6,0 227,0 0,917
24,0 440,0 1,000
6,0 65,0 0,964
59,0 416,0 1,000
9,0 123,0 0,939
8,0 159,0 0,919
37,0 47,0 1,109
43,0 185,0 0,978
5,0 431,0 1,000
8,0 92,0 0,950
60,0 25,0 1,122
60,0 195,0 0,978
31,0 274,0 0,967
12,0 308,0 1,000
10,0 230,0 0,917
4,0 242,0 0,917
55,0 24,0 1,122
20,0 288,0 0,950
44,0 359,0 1,000
26,0 381,0 1,000
6,0 163,0 0,918
1,0 98,0 0,950
20,0 52,0 1,006
52,0 328,0 1,000
27,0 390,0 1,000
18,0 129,0 0,967
28,0 202,0 0,960
31,0 331,0 1,000
51,0 190,0 0,978
60,0 451,0 1,000
56,0 443,0 1,000
38,0 50,0 1,109
6,0 53,0 0,970
42,0 317,0 1,000
39,0 227,0 0,978
31,0 100,0 1,005
23,0 388,0 1,000
59,0 180,0 0,978
31,0 428,0 1,000
41,0 48,0 1,113
50,0 273,0 0,978
9,0 154,0 0,919
21,0 389,0 1,000
53,0 22,0 1,122
13,0 426,0 1,000
58,0 379,0 1,000
7,0 230,0 0,917
54,0 353,0 1,000
53,0 97,0 1,013
19,0 157,0 0,950
21,0 431,0 1,000
5,0 277,0 0,917
57,0 15,0 1,122
12,0 414,0 1,000
59,0 134,0 1,002
52,0 252,0 0,978
60,0 416,0 1,000
42,0 215,0 0,978
48,0 80,0 1,014
19,0 140,0 0,961
39,0 74,0 1,031
17,0 7,0 1,010
58,0 194,0 0,978
27,0 307,0 1,000
18,0 428,0 1,000
55,0 358,0 1,000
1,0 20,0 0,978
13,0 251,0 0,927
51,0 143,0 0,995
11,0 366,0 1,000
12,0 46,0 0,984
26,0 389,0 1,000
14,0 422,0 1,000
50,0 23,0 1,122
15,0 366,0 1,000
48,0 93,0 1,013
42,0 221,0 0,978
42,0 330,0 1,000
14,0 374,0 1,000
7,0 342,0 1,000
27,0 388,0 1,000
52,0 305,0 1,000
16,0 422,0 1,000
35,0 241,0 0,978
2,0 337,0 1,000
55,0 436,0 1,000
0,0 179,0 0,917
28,0 156,0 0,961
58,0 11,0 1,122
25,0 97,0 0,986
10,0 345,0 1,000
5,0 134,0 0,933
8,0 428,0 1,000
29,0 422,0 1,000
20,0 232,0 0,950
59,0 371,0 1,000
4,0 376,0 1,000
40,0 161,0 0,978
6,0 205,0 0,917
10,0 46,0 0,972
9,0 216,0 0,917
10,0 453,0 1,000
0,0 193,0 0,917
26,0 90,0 0,991
48,0 337,0 1,000
14,0 197,0 0,930
13,0 430,0 1,000
34,0 141,0 0,997
38,0 104,0 1,012
53,0 319,0 1,000
20,0 40,0 1,011
10,0 444,0 1,000
46,0 92,0 1,014
30,0 436,0 1,000
54,0 84,0 1,014
51,0 97,0 1,013
44,0 67,0 1,077
18,0 394,0 1,000
35,0 189,0 0,978
44,0 168,0 0,978
4,0 352,0 1,000
2,0 372,0 1,000
34,0 277,0 0,978
12,0 419,0 1,000
45,0 265,0 0,978
37,0 220,0 0,978
55,0 130,0 1,004
60,0 406,0 1,000
4,0 203,0 0,917
22,0 395,0 1,000
36,0 445,0 1,000
24,0 194,0 0,950
58,0 232,0 0,978
56,0 326,0 1,000
7,0 445,0 1,000
43,0 330,0 1,000
30,0 156,0 0,964
4,0 181,0 0,917
7,0 335,0 1,000
32,0 254,0 0,970
2,0 425,0 1,000
11,0 354,0 1,000
43,0 39,0 1,119
0,0 373,0 1,000
6,0 28,0 0,978
32,0 300,0 0,970
58,0 218,0 0,978
46,0 201,0 0,978
14,0 166,0 0,930
49,0 417,0 1,000
40,0 26,0 1,122
16,0 250,0 0,937
29,0 160,0 0,962
40,0 98,0 1,013
16,0 398,0 1,000
20,0 216,0 0,950
17,0 84,0 0,972
29,0 41,0 1,068
18,0 150,0 0,950
50,0 34,0 1,122
0,0 432,0 1,000
60,0 94,0 1,013
12,0 401,0 1,000
19,0 237,0 0,950
42,0 372,0 1,000
24,0 108,0 0,975
44,0 401,0 1,000
26,0 88,0 0,991
57,0 311,0 1,000
52,0 239,0 0,978
4,0 12,0 0,978
43,0 8,0 1,122
27,0 137,0 0,983
40,0 413,0 1,000
8,0 297,0 0,917
4,0 218,0 0,917
30,0 278,0 0,964
16,0 252,0 0,937
3,0 394,0 1,000
30,0 368,0 1,000
11,0 136,0 0,939
4,0 150,0 0,919
42,0 120,0 1,008
9,0 425,0 1,000
0,0 11,0 0,978
60,0 269,0 0,978
38,0 157,0 0,978
60,0 198,0 0,978
27,0 222,0 0,958
13,0 436,0 1,000
59,0 173,0 0,978
20,0 139,0 0,961
44,0 21,0 1,122
28,0 56,0 1,050
60,0 112,0 1,010
18,0 422,0 1,000
9,0 412,0 1,000
52,0 186,0 0,978
35,0 352,0 1,000
54,0 82,0 1,014
38,0 35,0 1,120
50,0 26,0 1,122
13,0 338,0 1,000
19,0 76,0 0,978
1,0 238,0 0,917
56,0 228,0 0,978
38,0 172,0 0,978
4,0 240,0 0,917
24,0 97,0 0,978
38,0 379,0 1,000
31,0 198,0 0,967
2,0 342,0 1,000
34,0 446,0 1,000
55,0 404,0 1,000
51,0 444,0 1,000
17,0 336,0 1,000
52,0 434,0 1,000
4,0 298,0 0,917
42,0 450,0 1,000
33,0 266,0 0,973
21,0 42,0 1,010
27,0 181,0 0,958
11,0 344,0 1,000
34,0 320,0 1,000
11,0 219,0 0,920
49,0 114,0 1,009
13,0 132,0 0,946
26,0 210,0 0,956
30,0 51,0 1,066
38,0 67,0 1,077
13,0 49,0 0,986
23,0 63,0 1,003
58,0 169,0 0,978
37,0 17,0 1,119
7,0 390,0 1,000
30,0 400,0 1,000
37,0 437,0 1,000
55,0 213,0 0,978
35,0 183,0 0,978
29,0 161,0 0,962
30,0 294,0 0,964
9,0 278,0 0,917
23,0 360,0 1,000
23,0 438,0 1,000
37,0 74,0 1,031
21,0 213,0 0,950
23,0 74,0 0,984
34,0 141,0 0,997
9,0 228,0 0,917
53,0 89,0 1,014
52,0 255,0 0,978
30,0 274,0 0,964
23,0 223,0 0,950
20,0 182,0 0,950
54,0 226,0 0,978
35,0 193,0 0,978
6,0 11,0 0,978
21,0 408,0 1,000
32,0 399,0 1,000
31,0 103,0 1,002
50,0 231,0 0,978
15,0 211,0 0,933
38,0 386,0 1,000
18,0 245,0 0,950
24,0 427,0 1,000
19,0 121,0 0,970
24,0 283,0 0,950
19,0 403,0 1,000
41,0 374,0 1,000
24,0 196,0 0,950
40,0 416,0 1,000
60,0 43,0 1,116
13,0 166,0 0,927
55,0 388,0 1,000
58,0 191,0 0,978
32,0 12,0 1,099
54,0 254,0 0,978
39,0 176,0 0,978
23,0 24,0 1,013
20,0 90,0 0,978
55,0 370,0 1,000
44,0 200,0 0,978
51,0 268,0 0,978
9,0 47,0 0,972
50,0 375,0 1,000
56,0 332,0 1,000
51,0 55,0 1,104
18,0 90,0 0,978
54,0 199,0 0,978
60,0 149,0 0,982
43,0 128,0 1,005
11,0 316,0 1,000
3,0 47,0 0,972
27,0 169,0 0,958
33,0 205,0 0,973
49,0 432,0 1,000
19,0 199,0 0,950
12,0 264,0 0,923
31,0 143,0 0,981
38,0 36,0 1,119
50,0 414,0 1,000
27,0 375,0 1,000
40,0 170,0 0,978
17,0 216,0 0,943
49,0 406,0 1,000
49,0 167,0 0,978
12,0 401,0 1,000
34,0 210,0 0,978
23,0 361,0 1,000
22,0 377,0 1,000
28,0 408,0 1,000
40,0 367,0 1,000
48,0 165,0 0,978
1,0 234,0 0,917
14,0 160,0 0,930
8,0 175,0 0,917
31,0 220,0 0,967
22,0 121,0 0,970
27,0 284,0 0,958
9,0 389,0 1,000
11,0 260,0 0,920
49,0 369,0 1,000
12,0 410,0 1,000
6,0 368,0 1,000
21,0 410,0 1,000
26,0 282,0 0,956
59,0 110,0 1,010
47,0 338,0 1,000
1,0 104,0 0,948
21,0 33,0 1,014
36,0 261,0 0,978
21,0 129,0 0,967
17,0 28,0 1,010
53,0 413,0 1,000
34,0 9,0 1,115
32,0 272,0 0,970
2,0 378,0 1,000
13,0 44,0 0,988
1,0 44,0 0,973
20,0 113,0 0,973
33,0 449,0 1,000
59,0 121,0 1,007
18,0 432,0 1,000
32,0 224,0 0,970
28,0 360,0 1,000
29,0 294,0 0,962
44,0 155,0 0,978
37,0 403,0 1,000
29,0 13,0 1,076
36,0 317,0 1,000
20,0 294,0 0,950
55,0 29,0 1,122
26,0 252,0 0,956
25,0 55,0 1,024
32,0 104,0 1,004
17,0 162,0 0,943
26,0 406,0 1,000
3,0 170,0 0,918
15,0 64,0 0,987
55,0 106,0 1,011
23,0 418,0 1,000
3,0 278,0 0,917
14,0 254,0 0,930
32,0 438,0 1,000
49,0 237,0 0,978
43,0 436,0 1,000
45,0 246,0 0,978
55,0 175,0 0,978
6,0 310,0 1,000
0,0 202,0 0,917
5,0 415,0 1,000
37,0 245,0 0,978
34,0 404,0 1,000
36,0 39,0 1,114
46,0 217,0 0,978
16,0 36,0 1,004
8,0 350,0 1,000
27,0 405,0 1,000
12,0 442,0 1,000
19,0 252,0 0,950
41,0 258,0 0,978
26,0 409,0 1,000
51,0 72,0 1,052
35,0 160,0 0,978
20,0 434,0 1,000
15,0 96,0 0,965
26,0 347,0 1,000
17,0 444,0 1,000
44,0 138,0 1,000
36,0 412,0 1,000
32,0 392,0 1,000
54,0 335,0 1,000
50,0 133,0 1,003
41,0 79,0 1,014
25,0 13,0 1,034
51,0 158,0 0,978
14,0 129,0 0,949
16,0 153,0 0,937
4,0 175,0 0,917
6,0 136,0 0,932
49,0 338,0 1,000
30,0 428,0 1,000
33,0 365,0 1,000
34,0 404,0 1,000
46,0 434,0 1,000
54,0 395,0 1,000
14,0 413,0 1,000
49,0 305,0 1,000
3,0 362,0 1,000
55,0 248,0 0,978
18,0 258,0 0,950
58,0 155,0 0,978
18,0 428,0 1,000
32,0 88,0 1,008
34,0 431,0 1,000
49,0 200,0 0,978
58,0 169,0 0,978
28,0 236,0 0,960
2,0 273,0 0,917
57,0 310,0 1,000
44,0 435,0 1,000
25,0 183,0 0,953
20,0 367,0 1,000
51,0 147,0 0,987
3,0 55,0 0,969
20,0 264,0 0,950
24,0 280,0 0,950
51,0 155,0 0,978
5,0 358,0 1,000
31,0 263,0 0,967
34,0 354,0 1,000
50,0 226,0 0,978
55,0 128,0 1,005
4,0 232,0 0,917
50,0 203,0 0,978
19,0 162,0 0,950
7,0 73,0 0,955
30,0 400,0 1,000
0,0 333,0 1,000
1,0 424,0 1,000
18,0 28,0 1,015
7,0 182,0 0,917
37,0 400,0 1,000
8,0 413,0 1,000
36,0 163,0 0,978
1,0 103,0 0,948
46,0 124,0 1,007
26,0 400,0 1,000
36,0 190,0 0,978
4,0 353,0 1,000
42,0 454,0 1,000
49,0 244,0 0,978
21,0 135,0 0,964
44,0 408,0 1,000
8,0 319,0 1,000
10,0 130,0 0,936
20,0 329,0 1,000
60,0 253,0 0,978
18,0 454,0 1,000
34,0 38,0 1,111
51,0 439,0 1,000
48,0 99,0 1,013
22,0 363,0 1,000
20,0 21,0 1,014
31,0 221,0 0,967
39,0 56,0 1,102
21,0 224,0 0,950
22,0 217,0 0,950
30,0 170,0 0,964
47,0 58,0 1,099
4,0 153,0 0,919
33,0 96,0 1,011
7,0 377,0 1,000
8,0 49,0 0,971
53,0 355,0 1,000
13,0 363,0 1,000
7,0 53,0 0,970
9,0 158,0 0,919
28,0 12,0 1,068
21,0 226,0 0,950
10,0 41,0 0,974
37,0 94,0 1,014
13,0 123,0 0,949
31,0 384,0 1,000
29,0 290,0 0,962
12,0 294,0 0,923
43,0 23,0 1,122
45,0 65,0 1,083
32,0 285,0 0,970
38,0 390,0 1,000
2,0 60,0 0,967
60,0 60,0 1,095
18,0 78,0 0,978
12,0 10,0 0,992
32,0 385,0 1,000
54,0 282,0 0,978
60,0 301,0 1,000
5,0 410,0 1,000
25,0 209,0 0,953
25,0 103,0 0,984
9,0 84,0 0,950
45,0 369,0 1,000
42,0 157,0 0,978
49,0 184,0 0,978
1,0 44,0 0,973
26,0 260,0 0,956
59,0 60,0 1,095
23,0 439,0 1,000
37,0 347,0 1,000
22,0 447,0 1,000
13,0 85,0 0,959
53,0 176,0 0,978
33,0 413,0 1,000
23,0 310,0 1,000
48,0 21,0 1,122
59,0 296,0 0,978
6,0 73,0 0,955
31,0 191,0 0,967
60,0 139,0 0,999
33,0 205,0 0,973
0,0 274,0 0,917
4,0 351,0 1,000
58,0 208,0 0,978
17,0 197,0 0,943
41,0 379,0 1,000
16,0 148,0 0,941
41,0 322,0 1,000
48,0 64,0 1,086
53,0 43,0 1,116
20,0 303,0 1,000
22,0 443,0 1,000
10,0 423,0 1,000
10,0 377,0 1,000
59,0 371,0 1,000
5,0 71,0 0,958
2,0 357,0 1,000
59,0 250,0 0,978
33,0 165,0 0,973
36,0 75,0 1,015
26,0 245,0 0,956
59,0 210,0 0,978
29,0 282,0 0,962
59,0 406,0 1,000
9,0 191,0 0,917
4,0 80,0 0,950
1,0 356,0 1,000
39,0 217,0 0,978
6,0 200,0 0,917
53,0 169,0 0,978
51,0 366,0 1,000
16,0 47,0 0,994
9,0 223,0 0,917
42,0 376,0 1,000
37,0 399,0 1,000
46,0 176,0 0,978
45,0 446,0 1,000
2,0 183,0 0,917
32,0 50,0 1,080
22,0 398,0 1,000
4,0 98,0 0,950
1,0 160,0 0,918
16,0 175,0 0,937
36,0 258,0 0,978
13,0 288,0 0,927
20,0 70,0 0,996
24,0 113,0 0,973
39,0 140,0 0,998
53,0 174,0 0,978
49,0 379,0 1,000
54,0 218,0 0,978
27,0 194,0 0,958
56,0 233,0 0,978
7,0 163,0 0,918
39,0 187,0 0,978
51,0 396,0 1,000
8,0 401,0 1,000
9,0 271,0 0,917
47,0 375,0 1,000
53,0 147,0 0,987
50,0 409,0 1,000
4,0 182,0 0,917
40,0 350,0 1,000
31,0 173,0 0,967
46,0 350,0 1,000
23,0 189,0 0,950
54,0 355,0 1,000
7,0 193,0 0,917
2,0 440,0 1,000
4,0 251,0 0,917
12,0 427,0 1,000
8,0 133,0 0,934
29,0 426,0 1,000
44,0 96,0 1,013
21,0 268,0 0,950
5,0 319,0 1,000
57,0 394,0 1,000
44,0 13,0 1,122
40,0 117,0 1,008
54,0 237,0 0,978
18,0 289,0 0,950
55,0 300,0 0,978
47,0 161,0 0,978
31,0 210,0 0,967
14,0 309,0 1,000
27,0 369,0 1,000
17,0 60,0 0,996
35,0 163,0 0,978
5,0 277,0 0,917
20,0 155,0 0,950
44,0 390,0 1,000
17,0 275,0 0,943
58,0 455,0 1,000
26,0 129,0 0,981
41,0 28,0 1,122
6,0 258,0 0,917
30,0 355,0 1,000
33,0 420,0 1,000
13,0 324,0 1,000
43,0 288,0 0,978
10,0 343,0 1,000
54,0 269,0 0,978
43,0 445,0 1,000
1,0 177,0 0,917
22,0 156,0 0,950
19,0 349,0 1,000
39,0 379,0 1,000
49,0 408,0 1,000
48,0 336,0 1,000
43,0 289,0 0,978
9,0 317,0 1,000
26,0 191,0 0,956
32,0 5,0 1,099
31,0 339,0 1,000
35,0 271,0 0,978
39,0 167,0 0,978
8,0 353,0 1,000
40,0 245,0 0,978
6,0 311,0 1,000
53,0 366,0 1,000
51,0 288,0 0,978
40,0 342,0 1,000
3,0 27,0 0,978
30,0 285,0 0,964
9,0 58,0 0,968
13,0 47,0 0,987
50,0 79,0 1,014
57,0 69,0 1,069
35,0 167,0 0,978
33,0 151,0 0,973
41,0 309,0 1,000
44,0 286,0 0,978
0,0 343,0 1,000
28,0 449,0 1,000
11,0 120,0 0,945
5,0 439,0 1,000
35,0 336,0 1,000
55,0 364,0 1,000
53,0 105,0 1,012
46,0 7,0 1,122
44,0 304,0 1,000
55,0 331,0 1,000
30,0 39,0 1,078
42,0 323,0 1,000
50,0 41,0 1,118
51,0 165,0 0,978
24,0 344,0 1,000
59,0 354,0 1,000
51,0 454,0 1,000
59,0 385,0 1,000
51,0 254,0 0,978
27,0 368,0 1,000
54,0 182,0 0,978
28,0 83,0 0,997
44,0 322,0 1,000
8,0 439,0 1,000
8,0 54,0 0,969
57,0 105,0 1,012
51,0 411,0 1,000
57,0 412,0 1,000
54,0 236,0 0,978
49,0 25,0 1,122
54,0 14,0 1,122
0,0 369,0 1,000
6,0 290,0 0,917
1,0 214,0 0,917
21,0 74,0 0,984
1,0 347,0 1,000
10,0 428,0 1,000
25,0 152,0 0,954
42,0 345,0 1,000
17,0 68,0 0,992
53,0 368,0 1,000
54,0 68,0 1,073
58,0 98,0 1,013
31,0 200,0 0,967
2,0 53,0 0,970
23,0 448,0 1,000
13,0 365,0 1,000
42,0 374,0 1,000
58,0 38,0 1,120
18,0 30,0 1,015
15,0 167,0 0,933
26,0 366,0 1,000
27,0 161,0 0,959
5,0 144,0 0,926
19,0 351,0 1,000
28,0 367,0 1,000
44,0 33,0 1,122
33,0 157,0 0,973
51,0 275,0 0,978
35,0 277,0 0,978
26,0 45,0 1,039
50,0 327,0 1,000
2,0 168,0 0,918
53,0 271,0 0,978
60,0 245,0 0,978
47,0 436,0 1,000
19,0 170,0 0,950
58,0 328,0 1,000
38,0 370,0 1,000
12,0 60,0 0,980
30,0 116,0 0,993
39,0 334,0 1,000
25,0 9,0 1,034
35,0 307,0 1,000
56,0 242,0 0,978
10,0 295,0 0,917
10,0 43,0 0,974
60,0 325,0 1,000
56,0 294,0 0,978
23,0 309,0 1,000
35,0 271,0 0,978
26,0 333,0 1,000
40,0 438,0 1,000
59,0 267,0 0,978
14,0 322,0 1,000
8,0 36,0 0,978
10,0 317,0 1,000
7,0 250,0 0,917
54,0 250,0 0,978
55,0 80,0 1,014
1,0 202,0 0,917
40,0 168,0 0,978
46,0 280,0 0,978
12,0 43,0 0,985
36,0 248,0 0,978
53,0 6,0 1,122
14,0 24,0 0,999
0,0 262,0 0,917
51,0 37,0 1,121
27,0 6,0 1,059
1,0 158,0 0,919
60,0 196,0 0,978
23,0 378,0 1,000
54,0 194,0 0,978
30,0 291,0 0,964
50,0 101,0 1,013
11,0 364,0 1,000
12,0 426,0 1,000
35,0 206,0 0,978
37,0 124,0 1,007
51,0 406,0 1,000
18,0 121,0 0,970
46,0 52,0 1,109
35,0 321,0 1,000
4,0 36,0 0,978
4,0 10,0 0,978
29,0 41,0 1,068
6,0 299,0 0,917
41,0 428,0 1,000
54,0 289,0 0,978
51,0 157,0 0,978
57,0 422,0 1,000
39,0 417,0 1,000
13,0 290,0 0,927
56,0 425,0 1,000
54,0 314,0 1,000
6,0 13,0 0,978
25,0 274,0 0,953
12,0 114,0 0,950
34,0 300,0 0,978
50,0 69,0 1,069
5,0 451,0 1,000
57,0 141,0 0,997
33,0 96,0 1,011
32,0 422,0 1,000
60,0 79,0 1,014
56,0 134,0 1,002
28,0 83,0 0,997
9,0 207,0 0,917
1,0 41,0 0,974
40,0 370,0 1,000
46,0 181,0 0,978
0,0 313,0 1,000
15,0 142,0 0,943
27,0 437,0 1,000
9,0 232,0 0,917
31,0 321,0 1,000
44,0 376,0 1,000
38,0 405,0 1,000
1,0 354,0 1,000
56,0 129,0 1,005
6,0 117,0 0,942
31,0 99,0 1,005
25,0 181,0 0,953
19,0 310,0 1,000
39,0 92,0 1,014
54,0 391,0 1,000
55,0 289,0 0,978
21,0 156,0 0,950
12,0 109,0 0,952
39,0 305,0 1,000
28,0 235,0 0,960
1,0 74,0 0,953
59,0 45,0 1,115
8,0 216,0 0,917
2,0 203,0 0,917
29,0 333,0 1,000
33,0 399,0 1,000
7,0 129,0 0,936
43,0 137,0 1,001
35,0 64,0 1,086
36,0 364,0 1,000
39,0 227,0 0,978
13,0 243,0 0,927
28,0 80,0 0,997
45,0 229,0 0,978
19,0 356,0 1,000
43,0 114,0 1,009
12,0 55,0 0,981
24,0 113,0 0,973
36,0 19,0 1,117
27,0 248,0 0,958
17,0 396,0 1,000
10,0 210,0 0,917
51,0 243,0 0,978
59,0 398,0 1,000
19,0 299,0 0,950
56,0 275,0 0,978
11,0 304,0 1,000
23,0 189,0 0,950
13,0 240,0 0,927
44,0 29,0 1,122
53,0 83,0 1,014
26,0 415,0 1,000
6,0 108,0 0,946
22,0 378,0 1,000
43,0 113,0 1,009
35,0 391,0 1,000
5,0 434,0 1,000
43,0 254,0 0,978
57,0 256,0 0,978
23,0 98,0 0,978
11,0 286,0 0,920
37,0 286,0 0,978
15,0 38,0 0,999
22,0 230,0 0,950
19,0 433,0 1,000
9,0 291,0 0,917
43,0 216,0 0,978
59,0 183,0 0,978
38,0 133,0 1,003
39,0 411,0 1,000
49,0 47,0 1,114
46,0 450,0 1,000
50,0 120,0 1,008
29,0 59,0 1,055
26,0 277,0 0,956
1,0 122,0 0,940
5,0 119,0 0,941
2,0 213,0 0,917
3,0 363,0 1,000
47,0 305,0 1,000
27,0 169,0 0,958
35,0 347,0 1,000
51,0 257,0 0,978
32,0 192,0 0,970
31,0 60,0 1,068
34,0 41,0 1,109
8,0 369,0 1,000
50,0 226,0 0,978
60,0 72,0 1,052
22,0 231,0 0,950
54,0 336,0 1,000
41,0 19,0 1,122
30,0 204,0 0,964
29,0 192,0 0,962
49,0 119,0 1,008
11,0 125,0 0,943
55,0 188,0 0,978
29,0 282,0 0,962
13,0 34,0 0,996
1,0 395,0 1,000
35,0 53,0 1,102
20,0 233,0 0,950
52,0 323,0 1,000
54,0 407,0 1,000
46,0 362,0 1,000
3,0 224,0 0,917
54,0 376,0 1,000
54,0 229,0 0,978
35,0 137,0 1,001
28,0 24,0 1,068
48,0 271,0 0,978
44,0 125,0 1,006
33,0 315,0 1,000
43,0 276,0 0,978
20,0 115,0 0,972
46,0 189,0 0,978
20,0 57,0 1,005
46,0 383,0 1,000
50,0 210,0 0,978
29,0 450,0 1,000
15,0 160,0 0,933
28,0 171,0 0,960
37,0 61,0 1,093
31,0 84,0 1,005
41,0 362,0 1,000
44,0 235,0 0,978
49,0 357,0 1,000
53,0 393,0 1,000
13,0 375,0 1,000
42,0 121,0 1,007
14,0 71,0 0,979
29,0 284,0 0,962
5,0 74,0 0,953
19,0 84,0 0,978
60,0 103,0 1,012
25,0 159,0 0,954
25,0 388,0 1,000
6,0 257,0 0,917
2,0 154,0 0,919
38,0 93,0 1,014
15,0 61,0 0,987
46,0 247,0 0,978
27,0 48,0 1,046
6,0 220,0 0,917
13,0 431,0 1,000
4,0 83,0 0,950
44,0 258,0 0,978
22,0 160,0 0,950
42,0 135,0 1,002
6,0 319,0 1,000
56,0 43,0 1,116
35,0 60,0 1,095
55,0 203,0 0,978
37,0 122,0 1,007
3,0 361,0 1,000
28,0 430,0 1,000
38,0 289,0 0,978
39,0 97,0 1,013
17,0 267,0 0,943
20,0 347,0 1,000
24,0 23,0 1,013
37,0 416,0 1,000
38,0 25,0 1,120
43,0 175,0 0,978
45,0 363,0 1,000
34,0 337,0 1,000
55,0 123,0 1,007
26,0 397,0 1,000
44,0 452,0 1,000
27,0 385,0 1,000
38,0 32,0 1,120
9,0 158,0 0,919
9,0 213,0 0,917
53,0 57,0 1,101
41,0 326,0 1,000
28,0 44,0 1,057
38,0 396,0 1,000
1,0 138,0 0,931
53,0 33,0 1,122
48,0 411,0 1,000
35,0 66,0 1,080
21,0 56,0 1,005
41,0 180,0 0,978
47,0 153,0 0,978
57,0 174,0 0,978
29,0 200,0 0,962
52,0 301,0 1,000
57,0 138,0 1,000
